date_transited,item_type,from_library,from_authority,to_library,to_authority
2018-05-29,Child Fiction,Weymouth Library,Dorset,Littlemoor Library,Dorset
2018-05-29,15 DVD Standard,Cadbury Heath Library,South Gloucestershire,Keynsham Library,Bath and North East Somerset
2018-05-29,Large Print - Adult Fiction,Bath Central Library,Bath and North East Somerset,B&NES Mobile Libraries,Bath and North East Somerset
2018-05-29,Large Print - Adult Fiction,Bath Central Library,Bath and North East Somerset,B&NES Mobile Libraries,Bath and North East Somerset
2018-05-29,Child Fiction,Moorland Road Library,Bath and North East Somerset,B&NES Mobile Libraries,Bath and North East Somerset
2018-05-29,Child Fiction,Poole Central Library,Poole,Branksome Library,Poole
2018-05-29,Child Fiction,Bradley Stoke Library,South Gloucestershire,Hanham Library,South Gloucestershire
2018-05-29,Child Fiction,Parkstone Library,Poole,Poole Central Library,Poole
2018-05-29,Adult Non Fiction,Nailsea Library,North Somerset,Bath Central Library,Bath and North East Somerset
2018-05-29,Adult Non Fiction,Littlemoor Library,Dorset,West Moors Library,Dorset
2018-05-29,Child Fiction,St George Library,Bristol,Bristol Central Lending Library,Bristol
2018-05-29,Child Fiction,St George Library,Bristol,Bristol Central Lending Library,Bristol
2018-05-29,Child Fiction,Nailsea Library,North Somerset,Burton Bradstock Library,Dorset
2018-05-29,Adult Fiction,Chard Library,Somerset,Yeovil Library,Somerset
2018-05-29,Adult Fiction,Chard Library,Somerset,Yeovil Library,Somerset
2018-05-29,Adult Fiction,Chard Library,Somerset,Yeovil Library,Somerset
2018-05-29,Adult Non Fiction,Bath Central Library,Bath and North East Somerset,Moorland Road Library,Bath and North East Somerset
2018-05-29,Adult Non Fiction,Burnham Library,Somerset,Christchurch Library,Dorset
2018-05-29,Adult Fiction,Branksome Library,Poole,Poole Central Library,Poole
2018-05-29,Adult Fiction,Chard Library,Somerset,Martock Library,Somerset
2018-05-29,Adult Fiction,Bridport Library,Dorset,Shaftesbury Library,Dorset
2018-05-29,Adult Non Fiction,Castle Cary Library,Somerset,Wells Library,Somerset
2018-05-29,Adult Non Fiction,Chard Library,Somerset,Staple Hill Library,South Gloucestershire
2018-05-29,Adult Non Fiction,Chard Library,Somerset,Langport Library,Somerset
2018-05-29,Adult Fiction,Poole Central Library,Poole,Swanage Library,Dorset
2018-05-29,Child Fiction,Stalbridge Library,Dorset,Bedminster Library,Bristol
2018-05-29,Adult Non Fiction,Patchway Library,South Gloucestershire,Bristol Central Lending Library,Bristol
2018-05-29,Large Print - Adult Fiction,Portishead Library,North Somerset,Worle Library,North Somerset
2018-05-29,Adult Fiction,Weymouth Library,Dorset,Portland Tophill Library,Dorset
2018-05-29,Child Fiction,Weymouth Library,Dorset,Portland Tophill Library,Dorset
2018-05-29,Adult Fiction,Worle Library,North Somerset,Campus Library,North Somerset
2018-05-29,Child Non Fiction,Portishead Library,North Somerset,Worle Library,North Somerset
2018-05-29,Adult Fiction,Horfield Library,Bristol,Bishopston Library,Bristol
2018-05-29,Child Fiction,Shaftesbury Library,Dorset,Sturminster Library,Dorset
2018-05-29,Adult Fiction,Wellington Library,Somerset,Taunton Library,Somerset
2018-05-29,Adult Fiction,Minehead Library,Somerset,Horfield Library,Bristol
2018-05-29,YA / Teen Fiction,Bradley Stoke Library,South Gloucestershire,Clevedon Library,North Somerset
2018-05-29,Child Non Fiction,Bradley Stoke Library,South Gloucestershire,Patchway Library,South Gloucestershire
2018-05-29,Adult Fiction,Taunton Library,Somerset,Priorswood Library,Somerset
2018-05-29,Adult Fiction,Taunton Library,Somerset,Priorswood Library,Somerset
2018-05-29,Adult Fiction,Paulton Library,Bath and North East Somerset,Midsomer Norton Library,Bath and North East Somerset
2018-05-29,Adult Fiction,Paulton Library,Bath and North East Somerset,Midsomer Norton Library,Bath and North East Somerset
2018-05-29,Child Non Fiction,Weston-super-Mare Library,North Somerset,N Som Healthy Living Centre,North Somerset
2018-05-29,Adult Non Fiction,Poole Central Library,Poole,Broadstone Library,Poole
2018-05-29,Adult Non Fiction,Bristol Central Lending Library,Bristol,Hartcliffe Library,Bristol
2018-05-29,Adult Non Fiction,Emersons Green Library,South Gloucestershire,Hanham Library,South Gloucestershire
2018-05-29,Large Print - Adult Fiction,Patchway Library,South Gloucestershire,Clevedon Library,North Somerset
2018-05-29,Adult Fiction,Paulton Library,Bath and North East Somerset,Keynsham Library,Bath and North East Somerset
2018-05-29,15 DVD Standard,Sherborne Library,Dorset,Poole Central Library,Poole
2018-05-29,Child Fiction,Cadbury Heath Library,South Gloucestershire,Bishopston Library,Bristol
2018-05-29,Adult Fiction,Minehead Library,Somerset,Dulverton Library,Somerset
2018-05-29,Adult Fiction,Minehead Library,Somerset,Dulverton Library,Somerset
2018-05-29,Adult Fiction,Minehead Library,Somerset,Dulverton Library,Somerset
2018-05-29,Adult Fiction,Minehead Library,Somerset,Dulverton Library,Somerset
2018-05-29,Adult Fiction,Minehead Library,Somerset,Horfield Library,Bristol
2018-05-29,Adult Fiction,Minehead Library,Somerset,Dulverton Library,Somerset
2018-05-29,YA / Teen Fiction,Whitchurch Library,Bristol,Canford Cliffs Library,Poole
2018-05-29,Adult Fiction,Minehead Library,Somerset,Dulverton Library,Somerset
2018-05-29,Adult Fiction,Minehead Library,Somerset,Dulverton Library,Somerset
2018-05-29,Adult Fiction,Minehead Library,Somerset,Dulverton Library,Somerset
2018-05-29,Adult Fiction,Oakdale Library,Poole,Poole Central Library,Poole
2018-05-29,Child Fiction,Clevedon Library,North Somerset,Campus Library,North Somerset
2018-05-29,Child Fiction,Clevedon Library,North Somerset,Yate Library,South Gloucestershire
2018-05-29,Adult Non Fiction,Winscombe Library,North Somerset,Weston-super-Mare Library,North Somerset
2018-05-29,Adult Fiction,Hanham Library,South Gloucestershire,Downend Library,South Gloucestershire
2018-05-29,Adult Spoken Word,Weston-super-Mare Library,North Somerset,Nailsea Library,North Somerset
2018-05-29,Adult Fiction,Radstock Library,Bath and North East Somerset,Midsomer Norton Library,Bath and North East Somerset
2018-05-29,Child Spoken Word,Winterbourne Library,South Gloucestershire,Hanham Library,South Gloucestershire
2018-05-29,U DVD Standard,Yate Library,South Gloucestershire,Bradley Stoke Library,South Gloucestershire
2018-05-29,Adult Non Fiction,Staple Hill Library,South Gloucestershire,Emersons Green Library,South Gloucestershire
2018-05-29,Adult Non Fiction,Yeovil Library,Somerset,Bristol Central Lending Library,Bristol
2018-05-29,Large Print - Adult Fiction,B&NES Mobile Libraries,Bath and North East Somerset,Midsomer Norton Library,Bath and North East Somerset
2018-05-29,Large Print - Adult Fiction,B&NES Mobile Libraries,Bath and North East Somerset,Midsomer Norton Library,Bath and North East Somerset
2018-05-29,Adult Fiction,Yate Library,South Gloucestershire,Emersons Green Library,South Gloucestershire
2018-05-29,Adult Non Fiction,Dorchester Library,Dorset,Emersons Green Library,South Gloucestershire
2018-05-29,Adult Spoken Word,Langport Library,Somerset,Yeovil Library,Somerset
2018-05-29,Child Fiction,Moorland Road Library,Bath and North East Somerset,Bath Central Library,Bath and North East Somerset
2018-05-29,Child Non Fiction,Dorchester Library,Dorset,Frome Library,Somerset
2018-05-29,Child Non Fiction,Yate Library,South Gloucestershire,Chipping Sodbury Library,South Gloucestershire
2018-05-29,Large Print - Adult Fiction,Canford Heath Library,Poole,Oakdale Library,Poole
2018-05-29,Large Print - Adult Fiction,Canford Heath Library,Poole,Oakdale Library,Poole
2018-05-29,Adult Non Fiction,Moorland Road Library,Bath and North East Somerset,Knowle Library,Bristol
2018-05-29,Large Print - Adult Fiction,Moorland Road Library,Bath and North East Somerset,Swanage Library,Dorset
2018-05-29,Adult Fiction,Poole Central Library,Poole,Canford Heath Library,Poole
2018-05-29,Adult Fiction,Poole Central Library,Poole,Canford Heath Library,Poole
2018-05-29,Adult Fiction,Westbury-on-Trym Library,Bristol,Sea Mills Library,Bristol
2018-05-29,Adult Spoken Word,Junction 3 Library,Bristol,Thornbury Library,South Gloucestershire
2018-05-29,Adult Fiction,Wellington Library,Somerset,Worle Library,North Somerset
2018-05-29,Adult Fiction,Knowle Library,Bristol,Bedminster Library,Bristol
2018-05-29,Adult Fiction,Knowle Library,Bristol,Bedminster Library,Bristol
2018-05-29,Adult Fiction,Minehead Library,Somerset,Dulverton Library,Somerset
2018-05-29,Adult Non Fiction,Junction 3 Library,Bristol,St George Library,Bristol
2018-05-29,Adult Fiction,Parkstone Library,Poole,Hamworthy Library,Poole
2018-05-29,B.O.P.,St George Library,Bristol,Bath Central Library,Bath and North East Somerset
2018-05-29,Adult Fiction,Weymouth Library,Dorset,Bristol Central Lending Library,Bristol
2018-05-29,Adult Non Fiction,Christchurch Library,Dorset,Bridgwater Library,Somerset
2018-05-29,Adult Fiction,Bath Central Library,Bath and North East Somerset,Midsomer Norton Library,Bath and North East Somerset
2018-05-29,Adult Non Fiction,Christchurch Library,Dorset,Bristol Central Lending Library,Bristol
2018-05-30,Child Fiction,Wiveliscombe Library,Somerset,Southmead Library,Bristol
2018-05-30,Adult Fiction,Whitchurch Library,Bristol,Henbury Library,Bristol
2018-05-30,Adult Fiction,Hanham Library,South Gloucestershire,Cheddar Library,Somerset
2018-05-30,Adult Fiction,St George Library,Bristol,Frome Library,Somerset
2018-05-30,Adult Fiction,St George Library,Bristol,Bath Central Library,Bath and North East Somerset
2018-05-30,Adult Fiction,Hanham Library,South Gloucestershire,Cheddar Library,Somerset
2018-05-30,Adult Fiction,Southmead Library,Bristol,Bedminster Library,Bristol
2018-05-30,Adult Fiction,Hanham Library,South Gloucestershire,Bishopston Library,Bristol
2018-05-30,Adult Fiction,Bridgwater Library,Somerset,Castle Cary Library,Somerset
2018-05-30,Adult Fiction,Hanham Library,South Gloucestershire,Bedminster Library,Bristol
2018-05-30,Adult Fiction,Patchway Library,South Gloucestershire,Taunton Library,Somerset
2018-05-30,Large Print - Adult Fiction,Home Library Service Mobile Dorset,Dorset,Dulverton Library,Somerset
2018-05-30,Adult Fiction,Southmead Library,Bristol,Fishponds Library,Bristol
2018-05-30,Large Print - Adult Fiction,St George Library,Bristol,Castle Cary Library,Somerset
2018-05-30,Adult Fiction,Beaminster Library,Dorset,Lytchett Matravers Library,Dorset
2018-05-30,Child Fiction,Wellington Library,Somerset,Highbridge Library,Somerset
2018-05-30,Child Fiction,Whitchurch Library,Bristol,Westbury-on-Trym Library,Bristol
2018-05-30,Adult Fiction,Poole Central Library,Poole,Creekmoor Library,Poole
2018-05-30,Adult Non Fiction,Bristol Central Lending Library,Bristol,Poole Central Library,Poole
2018-05-30,Adult Non Fiction,Hanham Library,South Gloucestershire,Lyme Regis Library,Dorset
2018-05-30,Adult Non Fiction,Hanham Library,South Gloucestershire,Parkstone Library,Poole
2018-05-30,Adult Non Fiction,Whitchurch Library,Bristol,Branksome Library,Poole
2018-05-30,Adult Fiction,Beaminster Library,Dorset,Poole Central Library,Poole
2018-05-30,Adult Non Fiction,Whitchurch Library,Bristol,Bristol Central Lending Library,Bristol
2018-05-30,Adult Fiction,Henleaze Library,Bristol,Shepton Mallet Library,Somerset
2018-05-30,Adult Fiction,Henleaze Library,Bristol,Wick Road Library,Bristol
2018-05-30,Adult Fiction,Henleaze Library,Bristol,Wick Road Library,Bristol
2018-05-30,Adult Fiction,Long Ashton Library,North Somerset,Yeovil Library,Somerset
2018-05-30,Adult Fiction,Home Library Service Mobile Dorset,Dorset,Lyme Regis Library,Dorset
2018-05-30,Large Print - Adult Non Fiction,Christchurch Library,Dorset,Highcliffe Library,Dorset
2018-05-30,Adult Non Fiction,Whitchurch Library,Bristol,Bridport Library,Dorset
2018-05-30,Large Print - Adult Non Fiction,Christchurch Library,Dorset,Upton Library,Dorset
2018-05-30,Boxed Set U DVD,Gillingham Library,Dorset,Kingswood Library,South Gloucestershire
2018-05-30,Child Fiction,Shepton Mallet Library,Somerset,Frome Library,Somerset
2018-05-30,Adult Fiction,Whitchurch Library,Bristol,Bristol Central Lending Library,Bristol
2018-05-30,Adult Non Fiction,Bath Central Library,Bath and North East Somerset,Horfield Library,Bristol
2018-05-30,Adult Fiction,Whitchurch Library,Bristol,Bedminster Library,Bristol
2018-05-30,Adult Fiction,Whitchurch Library,Bristol,Redland Library,Bristol
2018-05-30,Adult Fiction,Whitchurch Library,Bristol,Redland Library,Bristol
2018-05-30,Adult Fiction,Weston (Bath) Library,Bath and North East Somerset,Radstock Library,Bath and North East Somerset
2018-05-30,Child Fiction,Wells Library,Somerset,Glastonbury Library,Somerset
2018-05-30,Adult Fiction,Bath Central Library,Bath and North East Somerset,Oakdale Library,Poole
2018-05-30,Adult Non Fiction,Swanage Library,Dorset,Poole Central Library,Poole
2018-05-30,Adult Non Fiction,Swanage Library,Dorset,Poole Central Library,Poole
2018-05-30,Adult Fiction,Ilminster Library,Somerset,Clevedon Library,North Somerset
2018-05-30,Adult Non Fiction,Ilminster Library,Somerset,Taunton Library,Somerset
2018-05-30,Large Print - Adult Fiction,Christchurch Library,Dorset,Lyme Regis Library,Dorset
2018-05-30,Adult Fiction,Bridport Library,Dorset,Bath Central Library,Bath and North East Somerset
2018-05-30,Adult Non Fiction,Christchurch Library,Dorset,Sherborne Library,Dorset
2018-05-30,Adult Non Fiction,Swanage Library,Dorset,Poole Central Library,Poole
2018-05-30,Adult Fiction,Bridport Library,Dorset,Upton Library,Dorset
2018-05-30,YA / Teen Fiction,Yeovil Library,Somerset,Weston-super-Mare Library,North Somerset
2018-05-30,Adult Non Fiction,Weymouth Library,Dorset,Home Library Service Mobile Dorset,Dorset
2018-05-30,Adult Non Fiction,Dorchester Library,Dorset,Chickerell Library,Dorset
2018-05-30,Adult Fiction,Dorchester Library,Dorset,Chickerell Library,Dorset
2018-05-30,Boxed Set 18 DVD,Christchurch Library,Dorset,Broadstone Library,Poole
2018-05-30,Adult Fiction,Swanage Library,Dorset,Yeovil Library,Somerset
2018-05-30,Child Fiction,Street Library,Somerset,Yeovil Library,Somerset
2018-05-30,Child Fiction,Poole Central Library,Poole,Nailsea Library,North Somerset
2018-05-30,Adult Fiction,Weymouth Library,Dorset,Bridport Library,Dorset
2018-05-30,Adult Non Fiction,Williton Library,Somerset,Rossmore Library,Poole
2018-05-30,Adult Fiction,Campus Library,North Somerset,Weston-super-Mare Library,North Somerset
2018-05-30,Child Non Fiction,Bishopston Library,Bristol,Junction 3 Library,Bristol
2018-05-30,Adult Fiction,Swanage Library,Dorset,Southmead Library,Bristol
2018-05-30,Child Fiction,Filton Library,South Gloucestershire,Southmead Library,Bristol
2018-05-30,Child Fiction,Filton Library,South Gloucestershire,Southmead Library,Bristol
2018-05-30,Child Fiction,Filton Library,South Gloucestershire,Horfield Library,Bristol
2018-05-30,Adult Fiction,Wareham Library,Dorset,Crewkerne Library,Somerset
2018-05-30,Large Print - Adult Non Fiction,Nailsea Library,North Somerset,Portishead Library,North Somerset
2018-05-30,Adult Non Fiction,Yeovil Library,Somerset,Bath Central Library,Bath and North East Somerset
2018-05-30,Adult Fiction,Priorswood Library,Somerset,Taunton Library,Somerset
2018-05-30,Adult Non Fiction,Wincanton Library,Somerset,Wimborne Library,Dorset
2018-05-30,Child Fiction,Kingswood Library,South Gloucestershire,Hanham Library,South Gloucestershire
2018-05-30,Child Fiction,Kingswood Library,South Gloucestershire,Hanham Library,South Gloucestershire
2018-05-30,Child Fiction,Kingswood Library,South Gloucestershire,Hanham Library,South Gloucestershire
2018-05-30,Child Non Fiction,Canford Cliffs Library,Poole,Creekmoor Library,Poole
2018-05-30,Large Print - Adult Fiction,Paulton Library,Bath and North East Somerset,Midsomer Norton Library,Bath and North East Somerset
2018-05-30,Adult Non Fiction,Paulton Library,Bath and North East Somerset,Midsomer Norton Library,Bath and North East Somerset
2018-05-30,Adult Fiction,Dorchester Library,Dorset,Christchurch Library,Dorset
2018-05-30,Child Spoken Word,Nailsea Library,North Somerset,Weston-super-Mare Library,North Somerset
2018-05-30,Child Fiction,Nailsea Library,North Somerset,Weston-super-Mare Library,North Somerset
2018-05-30,Child Spoken Word,Nailsea Library,North Somerset,Weston-super-Mare Library,North Somerset
2018-05-30,Child Non Fiction,Nailsea Library,North Somerset,Weston-super-Mare Library,North Somerset
2018-05-30,Adult Spoken Word,Congresbury Library,North Somerset,Winscombe Library,North Somerset
2018-05-30,Child Fiction,Bath Central Library,Bath and North East Somerset,Weston (Bath) Library,Bath and North East Somerset
2018-05-30,Child Fiction,Dorchester Library,Dorset,Colehill Library,Dorset
2018-05-30,Child Fiction,Wells Library,Somerset,North Somerset Mobile,North Somerset
