registered_authority,registered_library,district_name,district_code,county_name,county_code,ward_name,ward_code,msoa_name,msoa_code,lsoa_name,lsoa_code,users
Bristol,Avonmouth Library,City of Bristol (B),E06000023,,,Henbury & Brentry Ward,E05010901,Bristol 001,E02003012,Bristol 001A,E01014601,*
Bristol,Avonmouth Library,City of Bristol (B),E06000023,,,Hillfields Ward,E05010903,Bristol 018,E02003029,Bristol 018D,E01014629,*
Bristol,Avonmouth Library,City of Bristol (B),E06000023,,,Hillfields Ward,E05010903,Bristol 018,E02003029,Bristol 018E,E01032518,*
Bristol,Avonmouth Library,City of Bristol (B),E06000023,,,Horfield Ward,E05010904,Bristol 004,E02003015,Bristol 004C,E01014633,*
Bristol,Avonmouth Library,City of Bristol (B),E06000023,,,Lockleaze Ward,E05010908,Bristol 010,E02003021,Bristol 010D,E01014662,*
Bristol,Avonmouth Library,City of Bristol (B),E06000023,,,Southmead Ward,E05010913,Bristol 002,E02003013,Bristol 002C,E01014690,*
Bristol,Avonmouth Library,City of Bristol (B),E06000023,,,Southmead Ward,E05010913,Bristol 002,E02003013,Bristol 002F,E01014693,*
Bristol,Avonmouth Library,City of Bristol (B),E06000023,,,Stoke Bishop Ward,E05010916,Bristol 007,E02003018,Bristol 007C,E01014643,*
Bristol,Avonmouth Library,City of Bristol (B),E06000023,,,Stoke Bishop Ward,E05010916,Bristol 015,E02003026,Bristol 015E,E01014713,*
Bristol,Avonmouth Library,City of Westminster London Boro,E09000033,,,West End Ward,E05000649,Westminster 013,E02000972,Westminster 013E,E01033595,*
Bristol,Avonmouth Library,Forest of Dean District,E07000080,Gloucestershire County,E10000013,Coleford East Ward,E05004347,Forest of Dean 007,E02004632,Forest of Dean 007G,E01022246,*
Bristol,Avonmouth Library,Mole Valley District,E07000210,Surrey County,E10000030,Okewood Ward,E05007327,Mole Valley 012,E02006373,Mole Valley 012C,E01030557,*
Bristol,Avonmouth Library,Sedgemoor District,E07000188,Somerset County,E10000027,Bridgwater Westover Ward,E05008900,Sedgemoor 009,E02006069,Sedgemoor 009E,E01029112,*
Bristol,Avonmouth Library,Sedgemoor District,E07000188,Somerset County,E10000027,North Petherton Ward,E05008911,Sedgemoor 014,E02006074,Sedgemoor 014G,E01032630,*
Bristol,Avonmouth Library,Sir Ddinbych - Denbighshire,W06000004,,,,,,,,,*
Bristol,Avonmouth Library,Sir Fynwy - Monmouthshire,W06000021,,,,,,,,,*
Bristol,Avonmouth Library,South Gloucestershire,E06000025,,,Emersons Green Ward,E05002054,South Gloucestershire 021,E02003110,South Gloucestershire 021A,E01014964,*
Bristol,Avonmouth Library,South Gloucestershire,E06000025,,,Filton Ward,E05002055,South Gloucestershire 018,E02003107,South Gloucestershire 018G,E01014910,*
Bristol,Avonmouth Library,South Gloucestershire,E06000025,,,Patchway Ward,E05002064,South Gloucestershire 011,E02003100,South Gloucestershire 011E,E01014950,*
Bristol,Avonmouth Library,South Gloucestershire,E06000025,,,Pilning and Severn Beach Ward,E05002065,South Gloucestershire 005,E02003094,South Gloucestershire 005C,E01014953,*
Bristol,Avonmouth Library,South Gloucestershire,E06000025,,,Pilning and Severn Beach Ward,E05002065,South Gloucestershire 005,E02003094,South Gloucestershire 005D,E01014954,*
Bristol,Avonmouth Library,Stroud District,E07000082,Gloucestershire County,E10000013,Stonehouse Ward,E05010985,Stroud 005,E02004655,Stroud 005E,E01022404,*
Bristol,Avonmouth Library,Stroud District,E07000082,Gloucestershire County,E10000013,Stroud Trinity Ward,E05010989,Stroud 006,E02004656,Stroud 006C,E01022410,*
Bristol,Avonmouth Library,,,,,,,,,,,7
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Bathavon South Ward,E05001937,Bath and North East Somerset 010,E02002994,Bath and North East Somerset 010H,E01033079,*
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Chew Valley North Ward,E05001940,Bath and North East Somerset 021,E02003005,Bath and North East Somerset 021A,E01014382,7
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Chew Valley South Ward,E05001941,Bath and North East Somerset 021,E02003005,Bath and North East Somerset 021B,E01014383,*
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Chew Valley South Ward,E05001941,Bath and North East Somerset 021,E02003005,Bath and North East Somerset 021C,E01014384,*
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Combe Down Ward,E05001943,Bath and North East Somerset 018,E02003002,Bath and North East Somerset 018A,E01014387,*
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Farmborough Ward,E05001944,Bath and North East Somerset 016,E02003000,Bath and North East Somerset 016B,E01014392,*
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Keynsham North Ward,E05001947,Bath and North East Somerset 001,E02002985,Bath and North East Somerset 001B,E01014400,*
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Keynsham South Ward,E05001948,Bath and North East Somerset 002,E02002986,Bath and North East Somerset 002C,E01014404,*
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Mendip Ward,E05001953,Bath and North East Somerset 021,E02003005,Bath and North East Somerset 021D,E01014418,*
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Newbridge Ward,E05001956,Bath and North East Somerset 008,E02002992,Bath and North East Somerset 008D,E01014430,*
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Oldfield Ward,E05001958,Bath and North East Somerset 014,E02002998,Bath and North East Somerset 014C,E01014437,*
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Publow and Whitchurch Ward,E05001961,Bath and North East Somerset 020,E02003004,Bath and North East Somerset 020E,E01014447,*
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Saltford Ward,E05001963,Bath and North East Somerset 016,E02003000,Bath and North East Somerset 016C,E01014452,*
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Walcot Ward,E05001967,Bath and North East Somerset 006,E02002990,Bath and North East Somerset 006A,E01014465,*
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Westmoreland Ward,E05001969,Bath and North East Somerset 013,E02002997,Bath and North East Somerset 013C,E01014475,*
Bristol,Bedminster Library,Bath and North East Somerset,E06000022,,,Widcombe Ward,E05001971,Bath and North East Somerset 012,E02002996,Bath and North East Somerset 012E,E01014483,*
Bristol,Bedminster Library,Cheshire East (B),E06000049,,,Wilmslow West and Chorley Ward,E05008658,Cheshire East 007,E02003859,Cheshire East 007F,E01018651,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Ashley Ward,E05010885,Bristol 020,E02003031,Bristol 020A,E01014487,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Ashley Ward,E05010885,Bristol 020,E02003031,Bristol 020F,E01014671,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Ashley Ward,E05010885,Bristol 023,E02003034,Bristol 023A,E01014485,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Ashley Ward,E05010885,Bristol 023,E02003034,Bristol 023B,E01014486,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Ashley Ward,E05010885,Bristol 023,E02003034,Bristol 023C,E01014488,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Ashley Ward,E05010885,Bristol 023,E02003034,Bristol 023D,E01014489,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Ashley Ward,E05010885,Bristol 023,E02003034,Bristol 023F,E01033347,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Avonmouth & Lawrence Weston Ward,E05010886,Bristol 003,E02003014,Bristol 003B,E01014498,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Avonmouth & Lawrence Weston Ward,E05010886,Bristol 007,E02003018,Bristol 007A,E01014641,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Avonmouth & Lawrence Weston Ward,E05010886,Bristol 007,E02003018,Bristol 007B,E01014642,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Avonmouth & Lawrence Weston Ward,E05010886,Bristol 008,E02003019,Bristol 008A,E01014492,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Avonmouth & Lawrence Weston Ward,E05010886,Bristol 008,E02003019,Bristol 008B,E01014493,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bedminster Ward,E05010887,Bristol 036,E02003047,Bristol 036A,E01014695,34
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bedminster Ward,E05010887,Bristol 036,E02003047,Bristol 036E,E01014700,18
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bedminster Ward,E05010887,Bristol 039,E02003050,Bristol 039A,E01014500,38
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bedminster Ward,E05010887,Bristol 039,E02003050,Bristol 039B,E01014502,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bedminster Ward,E05010887,Bristol 039,E02003050,Bristol 039G,E01033362,65
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bedminster Ward,E05010887,Bristol 039,E02003050,Bristol 039H,E01033364,104
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bedminster Ward,E05010887,Bristol 041,E02003052,Bristol 041A,E01014501,29
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bedminster Ward,E05010887,Bristol 041,E02003052,Bristol 041B,E01014504,93
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bedminster Ward,E05010887,Bristol 041,E02003052,Bristol 041C,E01014505,107
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bedminster Ward,E05010887,Bristol 041,E02003052,Bristol 041D,E01014506,64
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bishopston & Ashley Down Ward,E05010888,Bristol 010,E02003021,Bristol 010A,E01014510,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bishopston & Ashley Down Ward,E05010888,Bristol 010,E02003021,Bristol 010C,E01014637,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bishopston & Ashley Down Ward,E05010888,Bristol 016,E02003027,Bristol 016A,E01014507,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bishopston & Ashley Down Ward,E05010888,Bristol 016,E02003027,Bristol 016C,E01014509,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bishopston & Ashley Down Ward,E05010888,Bristol 016,E02003027,Bristol 016G,E01014514,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bishopsworth Ward,E05010889,Bristol 039,E02003050,Bristol 039A,E01014500,16
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bishopsworth Ward,E05010889,Bristol 046,E02003057,Bristol 046A,E01014518,24
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bishopsworth Ward,E05010889,Bristol 046,E02003057,Bristol 046B,E01014519,8
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bishopsworth Ward,E05010889,Bristol 046,E02003057,Bristol 046C,E01014520,10
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bishopsworth Ward,E05010889,Bristol 046,E02003057,Bristol 046D,E01014521,6
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bishopsworth Ward,E05010889,Bristol 048,E02003059,Bristol 048B,E01014598,11
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bishopsworth Ward,E05010889,Bristol 048,E02003059,Bristol 048C,E01014599,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bishopsworth Ward,E05010889,Bristol 048,E02003059,Bristol 048D,E01014600,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Bishopsworth Ward,E05010889,Bristol 050,E02003061,Bristol 050D,E01014522,8
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Brislington East Ward,E05010890,Bristol 035,E02003046,Bristol 035A,E01014528,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Brislington East Ward,E05010890,Bristol 035,E02003046,Bristol 035C,E01014530,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Brislington East Ward,E05010890,Bristol 038,E02003049,Bristol 038A,E01014523,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Brislington East Ward,E05010890,Bristol 038,E02003049,Bristol 038B,E01014524,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Brislington East Ward,E05010890,Bristol 038,E02003049,Bristol 038C,E01014525,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Brislington East Ward,E05010890,Bristol 038,E02003049,Bristol 038D,E01014526,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Brislington East Ward,E05010890,Bristol 038,E02003049,Bristol 038E,E01014527,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Brislington West Ward,E05010891,Bristol 035,E02003046,Bristol 035D,E01014531,5
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Brislington West Ward,E05010891,Bristol 035,E02003046,Bristol 035E,E01014532,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Brislington West Ward,E05010891,Bristol 035,E02003046,Bristol 035F,E01014537,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Brislington West Ward,E05010891,Bristol 043,E02003054,Bristol 043A,E01014533,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Brislington West Ward,E05010891,Bristol 043,E02003054,Bristol 043B,E01014534,8
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Brislington West Ward,E05010891,Bristol 043,E02003054,Bristol 043C,E01014535,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Brislington West Ward,E05010891,Bristol 043,E02003054,Bristol 043D,E01014536,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Central Ward,E05010892,Bristol 025,E02003036,Bristol 025E,E01033342,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Central Ward,E05010892,Bristol 025,E02003036,Bristol 025F,E01033367,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Central Ward,E05010892,Bristol 032,E02003043,Bristol 032B,E01014540,57
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Central Ward,E05010892,Bristol 032,E02003043,Bristol 032F,E01033345,15
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Central Ward,E05010892,Bristol 054,E02006887,Bristol 054B,E01033353,11
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Central Ward,E05010892,Bristol 054,E02006887,Bristol 054C,E01033355,29
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Central Ward,E05010892,Bristol 054,E02006887,Bristol 054E,E01033370,88
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Clifton Down Ward,E05010894,Bristol 022,E02003033,Bristol 022B,E01014558,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Clifton Down Ward,E05010894,Bristol 022,E02003033,Bristol 022C,E01014559,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Clifton Down Ward,E05010894,Bristol 022,E02003033,Bristol 022D,E01014560,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Clifton Down Ward,E05010894,Bristol 026,E02003037,Bristol 026A,E01014551,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Clifton Down Ward,E05010894,Bristol 026,E02003037,Bristol 026B,E01014552,*
Bristol,Bedminster Library,City of Bristol (B),E06000023,,,Clifton Down Ward,E05010894,Bristol 026,E02003037,Bristol 026C,E01014553,*
